Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in (Year),Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State, Yearly Revenue , Monthly Sales , Gross Margin , Net Margin ,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped, Original Ask Amount ,Original Offered Equity, Valuation Requested ,Received Offer,Accepted Offer, Total Deal Amount ,Total Deal Equity, Total Deal Debt ,Debt Interest, Deal Valuation ,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity, Namita Investment Amount ,Namita Investment Equity, Namita Debt Amount , Vineeta Investment Amount ,Vineeta Investment Equity, Vineeta Debt Amount , Anupam Investment Amount ,Anupam Investment Equity, Anupam Debt Amount , Aman Investment Amount ,Aman Investment Equity, Aman Debt Amount , Peyush Investment Amount ,Peyush Investment Equity, Peyush Debt Amount , Amit Investment Amount ,Amit Investment Equity, Amit Debt Amount , Ashneer Investment Amount ,Ashneer Investment Equity, Ashneer Debt Amount , Guest Investment Amount ,Guest Investment Equity, Guest Debt Amount ,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
1,Auli,12,35,12/20/2021,2/4/2022,1/4/2022,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,2017,1,0,1,0,0,Middle,Kolkata,West Bengal," ? 25,000,000.00 "," ? 1,600,000.00 "," ? 8,000,000.00 "," ? 1,000,000.00 ",,No,Unknown,,," ? 7,500,000.00 ",4," ? 187,500,000.00 ",1,1," ? 7,500,000.00 ",15, ? -   ,," ? 50,000,000.00 ",1,,,," ? 7,500,000.00 ",15, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,AvataarSkincare,30,409,1/22/2024,3/31/2024,3/1/2024,Startups Pursuing Investment,Rahul Dua,Beauty/Fashion,Skincare Services,https://avataarskin.com/,2022,1,0,1,0,0,Middle,Bhopal,Madhya Pradesh, ? -   ," ? 6,000,000.00 "," ? 8,700,000.00 ", ? -   ,,yes,Unknown,,funded," ? 7,000,000.00 ",1," ? 700,000,000.00 ",1,1," ? 3,500,000.00 ",0.5," ? 3,500,000.00 ",14," ? 700,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,750,000.00 ",0.25," ? 1,750,000.00 "," ? 1,750,000.00 ",0.25," ? 1,750,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,AvimeeHerbal,17,200,1/2/2023,3/10/2023,1/24/2023,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,Ayurveda hair skin products,https://avimeeherbal.com/,2021,5,3,2,0,1,Middle,Surat,Gujarat, ? -   ," ? 16,500,000.00 "," ? 6,900,000.00 ", ? -   ,,No,Unknown,,," ? 28,000,000.00 ",0.5," ? 5,600,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
1,AyuRythm,31,102,12/20/2021,2/4/2022,1/31/2022,Entrepreneurship Ki Raah,Rannvijay Singh,Medical/Health,Ayurvedic Wellness App,https://www.ayurythm.com/home/,2016,3,3,0,0,0,Middle,Bangalore,Karnataka, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",2," ? 375,000,000.00 ",1,1," ? 7,500,000.00 ",2.68, ? -   ,," ? 279,900,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 7,500,000.00 ",2.68, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
2,AyuSynk,7,173,1/2/2023,3/10/2023,1/10/2023,Shaandar Businesses,Rahul Dua,Medical/Health,Digital Stethoscopes,https://www.ayudevices.com/,2017,3,3,0,0,0,Middle,Mumbai,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 10,000,000.00 ",1.5," ? 666,666,666.70 ",1,1," ? 5,000,000.00 ",3.5," ? 5,000,000.00 ",10," ? 142,857,142.90 ",1,,,," ? 5,000,000.00 ",3.5," ? 5,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,BaccaBucci,33,418,1/22/2024,3/31/2024,3/6/2024,Brand Brilliance,Rahul Dua,Beauty/Fashion,Footwear,https://baccabucci.com/,2014,2,2,0,0,0,Young,Delhi,Delhi," ? 470,000,000.00 ", ? -   ," ? 5,500,000.00 ", ? -   ,7,No,Unknown,,yes," ? 25,000,000.00 ",1," ? 2,500,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
1,Bakarmax,20,64,12/20/2021,2/4/2022,1/14/2022,A Variety Of Ideas,Rannvijay Singh,Technology/Software,Comics & Animation,https://bakarmax.com/,2020,2,2,0,0,0,Young,Delhi,Delhi," ? 3,500,000.00 "," ? 500,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 3,500,000.00 ",5," ? 70,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,BambooIndia,16,47,12/20/2021,2/4/2022,1/10/2022,Winning The Sharks Trust,Rannvijay Singh,Manufacturing,Bamboo Products,https://www.bambooindia.com/,2016,2,1,1,0,1,Middle,Pune,Maharashtra," ? 38,000,000.00 "," ? 2,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 8,000,000.00 ",4," ? 200,000,000.00 ",1,1," ? 5,000,000.00 ",3.5," ? 3,000,000.00 ",," ? 142,900,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.75," ? 1,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.75," ? 1,500,000.00 ", ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,BandsandCups,0,143,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Beauty/Fashion,Bra fitting service,https://www.bandsandcups.com/,2021,1,0,1,0,0,Middle,Chennai,Tamil Nadu, ? -   ," ? 100,000.00 "," ? 6,000,000.00 ", ? -   ,,No,Unknown,,," ? 4,000,000.00 ",10," ? 40,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
2,Barosi,29,242,1/2/2023,3/10/2023,2/9/2023,Pulse Of The Country,Rahul Dua,Food,Fresh & pure milk products,https://www.barosi.in/,2016,1,1,0,0,0,Middle,Pataudi,Haryana, ? -   ," ? 4,200,000.00 "," ? 4,000,000.00 ", ? -   ,,yes,Unknown,,," ? 5,000,000.00 ",2," ? 250,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,Bartisans,5,336,1/22/2024,3/31/2024,1/26/2024,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Liquor/Beverages,Cocktail Mocktail mixers,https://www.bartisans.in/,2021,2,1,1,0,0,Middle,Mumbai,Maharashtra," ? 14,300,000.00 "," ? 3,500,000.00 "," ? 7,000,000.00 ", ? -   ,,yes,Unknown,,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,"Ritesh Aggarwal,Radhika Gupta",0,1,0,1,1,0,0,2
3,BeUNatural,33,420,1/22/2024,3/31/2024,3/6/2024,Brand Brilliance,Rahul Dua,Beauty/Fashion,Unisex Salon,Not Available,2015,1,1,0,0,0,Middle,Delhi,Delhi," ? 40,000,000.00 "," ? 2,800,000.00 ", ? -   ," ? 2,500,000.00 ",,No,Unknown,,yes," ? 6,000,000.00 ",2.5," ? 240,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
2,BeUnic,21,216,1/2/2023,3/10/2023,1/30/2023,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,Services,Platform for LGBTQ+ creators and entrepreneurs,https://beunic.in/,2019,3,1,1,1,0,Middle,Noida,Uttar Pradesh," ? 5,000,000.00 "," ? 600,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 10,000,000.00 ",10," ? 100,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,BeyondSnack,8,23,12/20/2021,2/4/2022,12/29/2021,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Food,Kerala Banana Chips,https://www.beyondsnack.in/,2020,1,1,0,0,0,Middle,Thiruvananthapuram,Kerala," ? 6,000,000.00 "," ? 2,060,000.00 "," ? 5,100,000.00 ", ? -   ,,No,Unknown,,," ? 5,000,000.00 ",2.5," ? 200,000,000.00 ",1,1," ? 5,000,000.00 ",2.5, ? -   ,," ? 200,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",1.25, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,BeyondWater,16,49,12/20/2021,2/4/2022,1/10/2022,Winning The Sharks Trust,Rannvijay Singh,Food,Liquid Water Enhancer,https://drinkbeyond.co.in/,2020,2,1,1,0,0,Young,Kolkata,West Bengal, ? -   ," ? 1,000,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",4," ? 187,500,000.00 ",1,1," ? 7,500,000.00 ",15, ? -   ,," ? 50,000,000.00 ",2,,,," ? 3,750,000.00 ",7.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,750,000.00 ",7.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,Bhaskar'sPuranpoliGhar,6,170,1/2/2023,3/10/2023,1/9/2023,Determined Entrepreneurs,Rahul Dua,Food,Varieties of Puranpoli snacks,http://bhaskarspuranpolighar.in/,2021,3,3,0,0,0,Middle,Thane,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",1," ? 750,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,Blix,3,329,1/22/2024,3/31/2024,1/24/2024,Quest For Investment,Rahul Dua,Technology/Software,Robotics toys,https://blix.in/,2021,1,1,0,0,0,Middle,Mumbai,Maharashtra," ? 40,000,000.00 "," ? 3,600,000.00 "," ? 5,000,000.00 ", ? -   ,,No,Unknown,,," ? 8,000,000.00 ",2," ? 400,000,000.00 ",1,1," ? 8,000,000.00 ",4, ? -   ,," ? 200,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",2, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",2, ? -   ,Ritesh Aggarwal,Ritesh Aggarwal,0,1,1,1,1,0,0,1
1,BluePineFoods,1,1,12/20/2021,2/4/2022,12/20/2021,Badlegi Business Ki Tasveer,Rannvijay Singh,Food,Frozen Momos,https://bluepinefoods.com/,2016,3,2,1,0,0,Middle,Delhi,Delhi," ? 9,500,000.00 "," ? 800,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",5," ? 100,000,000.00 ",1,1," ? 7,500,000.00 ",16, ? -   ,," ? 46,900,000.00 ",3,,,, ? -   ,, ? -   ," ? 2,500,000.00 ",5.33, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",5.33, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",5.33, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
2,BlueTea,26,232,1/2/2023,3/10/2023,2/6/2023,Bharat Badal Raha Hai,Rahul Dua,Food,Ayurvedic Herbal Tea,https://bluetea.co.in/,2018,2,2,0,0,0,Middle,"Faridabad,Kolkata","Haryana,West Bengal"," ? 100,000,000.00 ", ? -   , ? -   ," ? 1,900,000.00 ",,No,Unknown,,," ? 7,500,000.00 ",1," ? 750,000,000.00 ",1,1," ? 5,000,000.00 ",3," ? 2,500,000.00 ",12," ? 166,666,666.70 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",3," ? 2,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
3,BombayClosetCleanse,49,467,1/22/2024,3/31/2024,3/28/2024,"Thrift, Brews And Brains",Rahul Dua,Beauty/Fashion,Thrift shop resale Platform,https://bombayclosetcleanse.in/,2020,2,0,2,0,0,Young,Mumbai,Maharashtra," ? 19,000,000.00 "," ? 2,000,000.00 ", ? -   ," ? 1,500,000.00 ",,No,Unknown,,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,0,1,1,1,1,0,0,1
1,BoozScooters,1,2,12/20/2021,2/4/2022,12/20/2021,Badlegi Business Ki Tasveer,Rannvijay Singh,Vehicles/Electrical Vehicles,Renting e-bike for mobility in private spaces,https://www.boozup.net/,2017,1,1,0,0,0,Young,Ahmedabad,Gujarat," ? 400,000.00 "," ? 40,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 4,000,000.00 ",15," ? 26,700,000.00 ",1,1," ? 4,000,000.00 ",50, ? -   ,," ? 8,000,000.00 ",2,,,, ? -   ,, ? -   ," ? 2,000,000.00 ",25, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,000,000.00 ",25, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
2,BottomLineSprays,48,309,1/2/2023,3/10/2023,3/8/2023,"Pitchers, Investments And Businesses",Rahul Dua,Furnishing/Household,portable jet spray,https://bottomlinesprays.com/,2019,2,1,1,0,1,Middle,Ahmedabad,Gujarat, ? -   ," ? 200,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 3,500,000.00 ",5," ? 70,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,1,0,0
2,Bowled.io,35,261,1/2/2023,3/10/2023,2/17/2023,Business Ideas Ka Pitara,Rahul Dua,Sports,Play-to-Earn Social Gaming Platform,https://www.bowled.io/,2021,2,2,0,0,0,Middle,Mumbai,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 8,000,000.00 ",1," ? 800,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
2,Brandsdaddy,4,164,1/2/2023,3/10/2023,1/5/2023,Ideas Meets Opportunity,Rahul Dua,Manufacturing,Auto Fire Extinguisher,https://www.brandsdaddy.com/,2013,2,1,1,0,1,Middle,Mumbai,Maharashtra, ? -   ," ? 1,200,000.00 "," ? 6,000,000.00 ", ? -   ,,No,Unknown,,," ? 7,000,000.00 ",5," ? 140,000,000.00 ",1,1," ? 3,500,000.00 ",5," ? 3,500,000.00 ",," ? 70,000,000.00 ",1,,,," ? 3,500,000.00 ",5," ? 3,500,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Brevistay,47,304,1/2/2023,3/10/2023,3/7/2023,Tunnel Se Tank Tak Ka Safar,Rahul Dua,Services,Booking hotels for hours,https://www.brevistay.com/,2016,5,5,0,0,0,Young,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh", ? -   ," ? 4,200,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 10,000,000.00 ",1.66," ? 602,409,638.60 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
2,Broomees,22,217,1/2/2023,3/10/2023,1/31/2023,Making Big Businesses,Rahul Dua,Services,Helpers homemakers for your home,https://broomees.com/,2020,3,2,1,0,0,Middle,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 8,000,000.00 ",2," ? 400,000,000.00 ",1,1," ? 10,000,000.00 ",3, ? -   ,," ? 333,333,333.30 ",3,,,," ? 3,333,000.00 ",1, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,333,000.00 ",1, ? -   ," ? 3,333,000.00 ",1, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Bullspree,19,209,1/2/2023,3/10/2023,1/26/2023,Building Brands For India,Rahul Dua,Technology/Software,App to learn stock market basics,https://bullspree.com/,2020,3,3,0,0,0,Middle,Ahmedabad,Gujarat, ? -   , ? -   , ? -   , ? -   ,,yes,Unknown,,," ? 7,500,000.00 ",1.5," ? 500,000,000.00 ",1,1," ? 7,500,000.00 ",2.86, ? -   ,," ? 262,237,762.20 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,750,000.00 ",1.43, ? -   ," ? 3,750,000.00 ",1.43, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,Bummer,4,12,12/20/2021,2/4/2022,12/23/2021,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Underwear,https://bummer.in/,2020,1,1,0,0,0,Young,Ahmedabad,Gujarat," ? 3,600,000.00 "," ? 1,500,000.00 "," ? 7,000,000.00 ", ? -   ,,No,Unknown,,," ? 7,500,000.00 ",4," ? 187,500,000.00 ",1,1," ? 7,500,000.00 ",7.5, ? -   ,," ? 100,000,000.00 ",2,,,," ? 3,750,000.00 ",3.75, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,750,000.00 ",3.75, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,0,1,0
1,C3Med-Tech,32,107,12/20/2021,2/4/2022,2/1/2022,The Road To Success,Rannvijay Singh,Medical/Health,Portable ophthalmic vision devices,https://c3prototypes.com/,2019,2,1,1,0,1,Middle,Ahmedabad,Gujarat, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 3,500,000.00 ",6," ? 58,300,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,Cakelicious,35,260,1/2/2023,3/10/2023,2/17/2023,Business Ideas Ka Pitara,Rahul Dua,Food,Cakes Online,Not Available,2020,2,0,2,0,0,Middle,Kolkata,West Bengal, ? -   ," ? 300,000.00 "," ? 6,000,000.00 "," ? 4,000,000.00 ",,No,Unknown,,," ? 2,500,000.00 ",5," ? 50,000,000.00 ",1,1," ? 2,500,000.00 ",20, ? -   ,," ? 12,500,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",20, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
3,CandidMen,28,404,1/22/2024,3/31/2024,2/28/2024,Navigating The Tank With New Ideas,Rahul Dua,Beauty/Fashion,Fashion Rental Platform for Men,https://candidmen.in/,2017,2,1,1,0,0,Middle,Bangalore,Karnataka," ? 21,000,000.00 ", ? -   , ? -   , ? -   ,33,No,Unknown,,yes," ? 6,000,000.00 ",2," ? 300,000,000.00 ",1,1," ? 6,000,000.00 ",5, ? -   ,," ? 120,000,000.00 ",2,yes,,, ? -   ,, ? -   ," ? 3,000,000.00 ",2.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 3,000,000.00 ",2.5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,Canebot,0,146,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Food,Juice making machine,https://www.canebot.com/,2012,2,1,1,0,1,Middle,Pune,Maharashtra," ? 20,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,yes,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
3,CannazoIndia,20,381,1/22/2024,3/31/2024,2/16/2024,Pioneering Change,Rahul Dua,Beauty/Fashion,"Medical cannabis, alternative medications",https://cannazoindia.com/,2022,3,2,1,0,0,Middle,Mumbai,Maharashtra," ? 5,000,000.00 "," ? 1,800,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 15,000,000.00 ",5," ? 300,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,0,1,1,1,1,0,0,1
3,Canvaloop,52,477,1/22/2024,3/31/2024,3/31/2024,Ecopreneur Special,Snehil Dixit Mehra,Manufacturing,Sustainable fabrics manufacturer,http://www.canvaloop.com/,2020,2,1,1,0,1,Middle,Surat,Gujarat," ? 32,000,000.00 "," ? 12,000,000.00 ", ? -   , ? -   ,27,No,Unknown,,funded," ? 10,000,000.00 ",1.33," ? 751,879,699.20 ",1,1," ? 20,000,000.00 ",4, ? -   ,," ? 500,000,000.00 ",5,,,," ? 4,000,000.00 ",0.8, ? -   , ? -   ,, ? -   ," ? 4,000,000.00 ",0.8, ? -   ," ? 4,000,000.00 ",0.8, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 8,000,000.00 ",1.6, ? -   ,"Azhar Iqubal,Radhika Gupta","Azhar Iqubal,Radhika Gupta",1,0,1,1,0,0,0,2
1,Carragreen,13,39,12/20/2021,2/4/2022,1/5/2022,Ideas By Young Entrepreneurs,Rannvijay Singh,Manufacturing,Eco-Friendly boxes,https://carragreen.com/,2018,2,0,2,0,0,Middle,Indore,Madhya Pradesh, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,yes,," ? 5,000,000.00 ",10," ? 50,000,000.00 ",1,1," ? 5,000,000.00 ",20, ? -   ,," ? 25,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",10, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",10, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,CELLBELL,30,245,1/2/2023,3/10/2023,2/10/2023,Changing India,Rahul Dua,Furnishing/Household,Gaming Office Chairs,https://cellbell.in/,2019,3,3,0,0,0,Middle,Ulhasnagar,Maharashtra, ? -   ," ? 40,000,000.00 "," ? 5,200,000.00 ", ? -   ,,No,Unknown,,," ? 9,000,000.00 ",1.5," ? 600,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
